"Writer Name","Novel Name","Genre","Final Word Count","Average Per Day","Winner","index","url"
"lassarina","Novel: Trilogy 3","Genre: Fantasy","50047","1,668","Winner!","1352","http://nanowrimo.org/participants/lassarina/novels/trilogy-3-374322/stats"
"lassarina","Novel: Trilogy 2","Genre: Fantasy","50107","1,670","Winner!","1353","http://nanowrimo.org/participants/lassarina/novels/trilogy-2-180785/stats"
"lassarina","Novel: Trilogy 1.5","Genre: Fantasy","50065","1,668","Winner!","1354","http://nanowrimo.org/participants/lassarina/novels/trilogy-1-5/stats"
"lassarina","Novel: Trilogy 1","Genre: Fantasy","52345","1,744","Winner!","1355","http://nanowrimo.org/participants/lassarina/novels/trilogy-1-543722/stats"
"lassarina","Novel: Mistwalkers","Genre: Fantasy","78903","2,630","Winner!","1356","http://nanowrimo.org/participants/lassarina/novels/mistwalkers-543726/stats"
"lassarina","Novel: Every Light Casts A Shadow","Genre: Fantasy","274589","9,152","Winner!","1357","http://nanowrimo.org/participants/lassarina/novels/every-light-casts-a-shadow/stats"
"lassarina","Novel: Every Light Casts A Shadow, Part 1","Genre: Fanfiction","50912","1,697","Winner!","1358","http://nanowrimo.org/participants/lassarina/novels/every-light-casts-a-shadow-part-1/stats"
"ladychris","Novel: Journey Through the Stars","Genre: Personal","9294","309","","1359","http://nanowrimo.org/participants/ladychris/novels/journey-through-the-stars/stats"
"ladychris","Novel: Dragon of the Moon 2","Genre: Fanfiction","31085","1,036","","1360","http://nanowrimo.org/participants/ladychris/novels/dragon-of-the-moon-2/stats"
"ladychris","Novel: More Than Friends","Genre: Romance","18125","604","","1361","http://nanowrimo.org/participants/ladychris/novels/more-than-friends-365013/stats"
"ladychris","Novel: Across Time","Genre: Sci-fi Adventure Romance","5335","177","","1362","http://nanowrimo.org/participants/ladychris/novels/across-time-336457/stats"
"LaVieDansante","Novel: My Life and Other Disappointments","Genre: Young Adult","7821","260","","1363","http://nanowrimo.org/participants/laviedansante/novels/my-life-and-other-disappointments/stats"
"LaVieDansante","Novel: Promise Me.","Genre: Mainstream","50000","1,666","Winner!","1364","http://nanowrimo.org/participants/laviedansante/novels/promise-me-599912/stats"
"LaVieDansante","Novel: Happenstance","Genre: Chick Lit","50000","1,666","Winner!","1365","http://nanowrimo.org/participants/laviedansante/novels/happenstance-355844/stats"
"LaVieDansante","Novel: Of Arias And Atom Bombs","Genre: Mainstream Fiction","59134","1,971","Winner!","1366","http://nanowrimo.org/participants/laviedansante/novels/of-arias-and-atom-bombs/stats"
"LaVieDansante","Novel: Voluntary Madness","Genre: Literary Fiction","52232","1,741","Winner!","1367","http://nanowrimo.org/participants/laviedansante/novels/voluntary-madness/stats"
"LaVieDansante","Novel: A Little Light","Genre: Women's Fiction","50000","1,666","Winner!","1368","http://nanowrimo.org/participants/laviedansante/novels/a-little-light/stats"
"LaVieDansante","Novel: Passing Me By","Genre:","50000","1,666","Winner!","1369","http://nanowrimo.org/participants/laviedansante/novels/passing-me-by/stats"
"Lofweir","Novel: Nobody Jane","Genre: Thriller/Suspense","3763","125","","1370","http://nanowrimo.org/participants/lofweir/novels/nobody-jane/stats"
"Lofweir","Novel: The Bridge to Forever","Genre: Thriller/Suspense","51201","1,706","Winner!","1371","http://nanowrimo.org/participants/lofweir/novels/the-bridge-to-forever/stats"
"Lofweir","Novel: Sunshine at the End of the World","Genre: Mainstream Fiction","50755","1,691","Winner!","1372","http://nanowrimo.org/participants/lofweir/novels/sunshine-at-the-end-of-the-world/stats"
"Lofweir","Novel: The Scarab Tomb","Genre: Horror & Supernatural","50677","1,689","Winner!","1373","http://nanowrimo.org/participants/lofweir/novels/the-scarab-tomb/stats"
"Lofweir","Novel: The Gilgamesh Prophecy","Genre: Horror & Supernatural","50131","1,671","Winner!","1374","http://nanowrimo.org/participants/lofweir/novels/the-gilgamesh-prophecy/stats"
"Lofweir","Novel: The Devil's Bible","Genre: Horror & Supernatural","50550","1,685","Winner!","1375","http://nanowrimo.org/participants/lofweir/novels/the-devil-s-bible/stats"
"Lofweir","Novel: The Skinless Man","Genre: Horror & Supernatural","50150","1,671","Winner!","1376","http://nanowrimo.org/participants/lofweir/novels/the-skinless-man/stats"
"M.H. Afa","Novel: Glass: A Paranormal Fairytale","Genre: Fantasy","79228","2,640","Winner!","1377","http://nanowrimo.org/participants/m-h-afa/novels/glass-a-paranormal-fairytale/stats"
"M.H. Afa","Novel: Dragon Pendant","Genre: Fantasy","51459","1,715","Winner!","1378","http://nanowrimo.org/participants/m-h-afa/novels/dragon-pendant-797561/stats"
"M.H. Afa","Novel: Star of the Sky","Genre: Fantasy","71030","2,367","Winner!","1379","http://nanowrimo.org/participants/m-h-afa/novels/star-of-the-sky-394775/stats"
"madambition","Novel: Ransom","Genre: Thriller/Suspense","52241","1,741","Winner!","1380","http://nanowrimo.org/participants/madambition/novels/ransom-847596/stats"
"madambition","Novel: Two Occasions","Genre: Romance","51230","1,707","Winner!","1381","http://nanowrimo.org/participants/madambition/novels/two-occasions/stats"
"madambition","Novel: Wildflower","Genre: Romance","51026","1,700","Winner!","1382","http://nanowrimo.org/participants/madambition/novels/wildflower-381019/stats"
"madambition","Novel: Prudence","Genre: Romance","51433","1,714","Winner!","1383","http://nanowrimo.org/participants/madambition/novels/prudence/stats"
"madambition","Novel: Something Special","Genre: Romance","51804","1,726","Winner!","1384","http://nanowrimo.org/participants/madambition/novels/something-special-60554/stats"
"MrCrow9000","Novel: Fantasticly stuck in limbo","Genre: Fantasy","25385","846","","1385","http://nanowrimo.org/participants/mrcrow9000/novels/fantasticly-stuck-in-limbo/stats"
"Montesol","Novel: Folk Heroes","Genre: Science Fiction","0","0","","1386","http://nanowrimo.org/participants/montesol/novels/folk-heroes-846209/stats"
"Montesol","Novel: Day Mirror","Genre: Science Fiction","0","0","","1387","http://nanowrimo.org/participants/montesol/novels/day-mirror/stats"
"Montesol","Novel: Folk Heroes","Genre: Science Fiction","0","0","","1388","http://nanowrimo.org/participants/montesol/novels/folk-heroes-357931/stats"
"Montesol","Novel: Folk Heroes","Genre: Science Fiction","0","0","","1389","http://nanowrimo.org/participants/montesol/novels/folk-heroes/stats"
"msmolarek","Novel: The Legend of Charelie Brakeman","Genre: Mainstream","0","0","","1390","http://nanowrimo.org/participants/msmolarek/novels/the-legend-of-charelie-brakeman/stats"
"msmolarek","Novel: After Fallout","Genre: Literary","50640","1,688","Winner!","1391","http://nanowrimo.org/participants/msmolarek/novels/after-fallout/stats"
"msmolarek","Novel: The Summer of Awesome","Genre: Mainstream Fiction","50198","1,673","Winner!","1392","http://nanowrimo.org/participants/msmolarek/novels/the-summer-of-awesome/stats"
"msmolarek","Novel: Fallout","Genre: Literary Fiction","50093","1,669","Winner!","1393","http://nanowrimo.org/participants/msmolarek/novels/fallout-198060/stats"
"msmolarek","Novel: The ""True"" Stories of Chester ""Slippery"" Wilson","Genre: Literary Fiction","50066","1,668","Winner!","1394","http://nanowrimo.org/participants/msmolarek/novels/the-true-stories-of-chester-slippery-wilson/stats"
"DanzAmazon","Novel: Heartstone Chronicles: Eva - Book 2:","Genre: Literary","22403","746","","1395","http://nanowrimo.org/participants/danzamazon/novels/heartstone-chronicles-eva-book-2/stats"
"DanzAmazon","Novel: Heartstones: Zora - Book 2","Genre: YA Steampunk Fantasy","3959","131","","1396","http://nanowrimo.org/participants/danzamazon/novels/heartstones-zora-book-2/stats"
"DanzAmazon","Novel: Cheyenne Diamond","Genre: Young Adult SF/F","41878","1,395","","1397","http://nanowrimo.org/participants/danzamazon/novels/cheyenne-diamond/stats"
"DanzAmazon","Novel: Chronicle of the Heartstones: Book 1 - Zora","Genre: Literary Fiction","50090","1,669","Winner!","1398","http://nanowrimo.org/participants/danzamazon/novels/chronicle-of-the-heartstones-book-1-zora/stats"
"DanzAmazon","Novel: Red Velvet","Genre: Erotic Literary Fiction","33373","1,112","","1399","http://nanowrimo.org/participants/danzamazon/novels/red-velvet/stats"
"zricks","Novel: Unnamed Fantasy Revenge Story","Genre: Fantasy","37292","1,243","","1400","http://nanowrimo.org/participants/zricks/novels/unnamed-fantasy-revenge-story/stats"
"zricks","Novel: Fist of the Marauder","Genre: Science Fiction","21132","704","","1401","http://nanowrimo.org/participants/zricks/novels/fist-of-the-marauder/stats"
"zricks","Novel: Kumite Mage","Genre: Fantasy","50674","1,689","Winner!","1402","http://nanowrimo.org/participants/zricks/novels/kumite-mage/stats"
"zricks","Novel: Crown of Exiles: Lamentation","Genre: Science Fiction","50935","1,697","Winner!","1403","http://nanowrimo.org/participants/zricks/novels/crown-of-exiles-lamentation/stats"
"zricks","Novel: Crown of Exiles","Genre: Science Fiction","56187","1,872","Winner!","1404","http://nanowrimo.org/participants/zricks/novels/crown-of-exiles/stats"
"zricks","Novel: Scions","Genre: Fantasy","52021","1,734","","1405","http://nanowrimo.org/participants/zricks/novels/scions/stats"
"zricks","Novel: Eyes of the Marauder","Genre: Science Fiction","56795","1,893","","1406","http://nanowrimo.org/participants/zricks/novels/eyes-of-the-marauder/stats"
"zendra","Novel: It's a Secret","Genre: Science Fiction","50221","1,674","Winner!","1407","http://nanowrimo.org/participants/zendra/novels/it-s-a-secret-814167/stats"
"zendra","Novel: Thrall","Genre: Fantasy","53356","1,778","Winner!","1408","http://nanowrimo.org/participants/zendra/novels/thrall-614205/stats"
"zendra","Novel: The Fiend Queen","Genre: Fantasy","58753","1,958","Winner!","1409","http://nanowrimo.org/participants/zendra/novels/the-fiend-queen/stats"
"zendra","Novel: For Want of a Fiend","Genre: Fantasy","50856","1,695","Winner!","1410","http://nanowrimo.org/participants/zendra/novels/for-want-of-a-fiend/stats"
"zendra","Novel: The Pyramid Waltz","Genre: Fantasy","50000","1,666","Winner!","1411","http://nanowrimo.org/participants/zendra/novels/the-pyramid-waltz/stats"
"zegota","Novel: Sisters of the Scarlet Moon","Genre: Fantasy","50286","1,676","Winner!","1412","http://nanowrimo.org/participants/zegota/novels/sisters-of-the-scarlet-moon/stats"
"zegota","Novel: The Prodigal Something","Genre: Science Fiction","50118","1,670","Winner!","1413","http://nanowrimo.org/participants/zegota/novels/the-prodigal-something/stats"
"zegota","Novel: Sovereignty","Genre: Science Fiction","50478","1,682","Winner!","1414","http://nanowrimo.org/participants/zegota/novels/sovereignty-425921/stats"
"zegota","Novel: Daughters of a Dying World","Genre: Fantasy","12432","414","","1415","http://nanowrimo.org/participants/zegota/novels/daughters-of-a-dying-world/stats"
"zegota","Novel: Chanter: A Song of War","Genre: Fantasy","31171","1,039","","1416","http://nanowrimo.org/participants/zegota/novels/chanter-a-song-of-war/stats"
"xmenbari","Novel: Pandora's Redemption","Genre: Science Fiction","50077","1,669","Winner!","1417","http://nanowrimo.org/participants/xmenbari/novels/pandora-s-redemption/stats"
"xmenbari","Novel: Pandora's Sentence","Genre: Fantasy","50020","1,667","Winner!","1418","http://nanowrimo.org/participants/xmenbari/novels/pandora-s-sentence/stats"
"xmenbari","Novel: Pandora's Prison","Genre: Science Fiction","50046","1,668","Winner!","1419","http://nanowrimo.org/participants/xmenbari/novels/pandora-s-prison/stats"
"xmenbari","Novel: In Living Memory","Genre: Adventure","50026","1,667","Winner!","1420","http://nanowrimo.org/participants/xmenbari/novels/in-living-memory/stats"
"xmenbari","Novel: I Remember How to do this","Genre: Adventure","6818","227","","1421","http://nanowrimo.org/participants/xmenbari/novels/i-remember-how-to-do-this/stats"
"WildwoodGoddess","Novel: If Two Trains Leave At Midnight","Genre: Young Adult","37230","1,241","","1422","http://nanowrimo.org/participants/wildwoodgoddess/novels/if-two-trains-leave-at-midnight-871793/stats"
"WildwoodGoddess","Novel: If Two Trains Leave At Midnight","Genre: Young Adult","5016","167","","1423","http://nanowrimo.org/participants/wildwoodgoddess/novels/if-two-trains-leave-at-midnight/stats"
"wellwords","Novel: The Final Countdown","Genre: Fantasy","0","0","","1424","http://nanowrimo.org/participants/wellwords/novels/the-final-countdown-834971/stats"
"wellwords","Novel: The Invisible One","Genre: Fantasy","27083","902","","1425","http://nanowrimo.org/participants/wellwords/novels/the-invisible-one-633314/stats"
"wellwords","Novel: Unnamed or Gateway","Genre: Fantasy","1818","60","","1426","http://nanowrimo.org/participants/wellwords/novels/unnamed-or-gateway/stats"
"wellwords","Novel: Unknown","Genre: Fantasy","19914","663","","1427","http://nanowrimo.org/participants/wellwords/novels/unknown-196943/stats"
"wellwords","Novel: Stone","Genre: Fantasy","51911","1,730","Winner!","1428","http://nanowrimo.org/participants/wellwords/novels/stone-55578/stats"
"TxLeggz","Novel: To be determined","Genre:","4269","142","","1429","http://nanowrimo.org/participants/txleggz/novels/to-be-determined-957557/stats"
"TxLeggz","Novel: The Man in the Wooden Box","Genre: Personal","14178","472","","1430","http://nanowrimo.org/participants/txleggz/novels/the-man-in-the-wooden-box/stats"
"TxLeggz","Novel: 911, What is your emergency?","Genre: Mainstream Fiction","0","0","","1431","http://nanowrimo.org/participants/txleggz/novels/911-what-is-your-emergency/stats"
"TxLeggz","Novel: Untitled","Genre: Other","0","0","","1432","http://nanowrimo.org/participants/txleggz/novels/untitled-275011/stats"
"TxLeggz","Novel: ""O'Leary's Rock""","Genre: Mainstream Fiction","53495","1,783","Winner!","1433","http://nanowrimo.org/participants/txleggz/novels/o-leary-s-rock/stats"
"TxLeggz","Novel: Untitled - in the Rock","Genre: Mainstream Fiction","10512","350","","1434","http://nanowrimo.org/participants/txleggz/novels/untitled-in-the-rock/stats"
"TxLeggz","Novel: My Friend Ken Merrell","Genre:","50019","1,667","Winner!","1435","http://nanowrimo.org/participants/txleggz/novels/my-friend-ken-merrell/stats"
"Triais31","Novel: Werkin Onit","Genre: Fantasy","25028","834","","1436","http://nanowrimo.org/participants/triais31/novels/werkin-onit/stats"
"Triais31","Novel: We'll See","Genre: Fantasy","50368","1,678","Winner!","1437","http://nanowrimo.org/participants/triais31/novels/we-ll-see-664802/stats"
"Triais31","Novel: S-s-still not sure yet?","Genre: Fantasy","50060","1,668","Winner!","1438","http://nanowrimo.org/participants/triais31/novels/s-s-still-not-sure-yet/stats"
"Triais31","Novel: N-n-not sure yet?","Genre: Fantasy","50636","1,687","Winner!","1439","http://nanowrimo.org/participants/triais31/novels/n-n-not-sure-yet/stats"
"Triais31","Novel: [Insert Witty Title Here]","Genre: Fantasy","50155","1,671","Winner!","1440","http://nanowrimo.org/participants/triais31/novels/insert-witty-title-here-47271/stats"
"Triais31","Novel: Mind Over Matter (part II)","Genre: Fantasy","50230","1,674","Winner!","1441","http://nanowrimo.org/participants/triais31/novels/mind-over-matter-part-ii/stats"
"Triais31","Novel: Mind Over Matter (part I)","Genre: Fantasy","50000","1,666","Winner!","1442","http://nanowrimo.org/participants/triais31/novels/mind-over-matter-part-i/stats"
"theriversflow","Novel: Horizon","Genre: Science Fiction","101445","3,381","Winner!","1443","http://nanowrimo.org/participants/theriversflow/novels/horizon-888766/stats"
"theriversflow","Novel: House","Genre: Fantasy","92758","3,091","Winner!","1444","http://nanowrimo.org/participants/theriversflow/novels/house-888714/stats"
