,Writer Name,Member Length,LifetimeWordCount,url,Age,Birthday,Favorite books or authors,Favorite noveling music,Hobbies,Location,Occupation,Primary Role,Sponsorship URL,Expected Final Word Count,Expected Daily Average,CURRENT WINNER,Current Donor,Wins,Donations,Participated,Consecutive Donor,Consecutive Wins,Consecutive Part,Part Years,Win Years,Donor Years,Num Novels,Expected Num Submissions,Expected Avg Submission,Expected Min Submission,Expected Min Day,Expected Max Submission,Expected Max Day,Expected Std Submissions,Expected Consec Subs,FW Total,FW Sub,FH Total,FH Sub,SH Total,SH Sub
318,CasaubonHermeticum,5,225296,http://nanowrimo.org/participants/CasaubonHermeticum,,,"Umberto Eco, William Faulkner, Jorge Luis Borges, Hilary Mantel, Thomas Carlyle, Phillip K. Dick, Cormac McCarthy, Thomas Pynchon, Herman Melville, Yukito Kishiro, Allen Ginsberg, Takayuki Yamaguchi, Alexandre Dumas, Hirohiko Araki, Virginia",Mostly classical/soundtracks. Sometimes other stuff gets me in a weird transcendental place and I attempt to compose a screenplay of Gravity's Rainbow set entirely to King Crimson that doesn't actually resemble anything sense-making. Maybe it's better if I never publish...,"Writing (I guess this one was pretty obvious), diving, swimming, hiking, cooking, classy drinking, action, adventure, weaboo/nerd junk.","Chicago, IL","Data Panda, (Incompetent) Code Monkey, Ideas Guy",,,37549.3333333,1251.64444444,0,0,3,0,6,0,3,6,"[2009, 2010, 2011, 2012, 2013, 2014]","[2010, 2011, 2012]",[],6,15,1364.86041012,181.333333333,10.5,4797.16666667,12.6666666667,1126.79582871,14,5346,1,5346,1,5346,1
319,chiheatherlove,5,2429,http://nanowrimo.org/participants/chiheatherlove,,,"Diana Gabaldon, John Irving, Mary Stewart, David Sedaris, Brandon Sanderson, George RR Martin, too many to","Pixies, Foo Fighters, Rufus Wainwright, Old 97s, The Avett Brothers","Live Music, Reading, Writing, Theater, Movies, TV, Friends, Board Games","Chicago, IL",Unemployed Legal Project Manager *sigh*,,,607.25,20.2416666667,0,1,0,3,4,3,0,4,"[2011, 2012, 2013, 2014]",[],"[2011, 2012, 2013]",4,1.25,303.625,0,1,607.25,2.75,303.625,0,0,0,0,0,0,0
320,Constance Snythl,8,182609,http://nanowrimo.org/participants/Constance-Snythl,,,"Harry Potter, Twilight, Little Women, Orson Scott Card, J.K. Rowling, J.R.R Tolkien, Lucy Maud Montgomery, Meg Cabot, Louisa May",,"writting, reading, knitting",Chicago,Teacher,,,45652.25,1521.74166667,1,1,3,0,4,0,2,4,"[2011, 2012, 2013, 2014]","[2011, 2012, 2014]",[],4,18.25,2598.14518398,405,9,7194.5,12.5,1665.72517776,16.5,12267,7,12267,7,12267,7
321,CrimsonBlood,10,1578667,http://nanowrimo.org/participants/CrimsonBlood,,,,Cafe noise,"Video games, writing, reading","Chicago, Illinois",,,,263111.166667,8770.37222222,1,1,6,0,6,0,6,6,"[2007, 2008, 2009, 2010, 2011, 2012]","[2007, 2008, 2009, 2010, 2011, 2012]",[],6,1.66666666667,1792.9,0,1,3511.33333333,4.33333333333,1404.73594434,0,5308,4,5308,4,5308,4
322,crusanton,4,0,http://nanowrimo.org/participants/crusanton,,,,,,Chicago,,,,,,1,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,15964,5,15964,5,15964,5
323,cwood779,3,58086,http://nanowrimo.org/participants/cwood779,,,"GRRM, Neil Gaiman, Patrick Rothfuss, Guy Gavriel Kay, Robert Jordan, Stephen King, Ernest",Muse,"Guitar, Piano, Golf, Book Collecting (1st/1st's), Fantasy Football","Glendale Heights, IL",Not the one I want to be in.,,,29043,968.1,0,0,0,1,2,1,0,2,"[2012, 2013]",[],[2013],2,23,1262.99242425,308.5,17,3054,20,675.657901616,21.5,3775,4,3775,4,3775,4
324,danfinnen,1,50076,http://nanowrimo.org/participants/danfinnen,,,"Stephen King, Cormac McCarthy, Neil Gaiman, Ronald Dahl, Terry",,,Chicago,,,,50076,1669.2,1,1,1,0,1,0,1,1,[2014],[2014],[],1,22,2276.18181818,768,19,6558,9,1234.13910504,21,11936,7,11936,7,11936,7
325,dark_phoenix,8,519615,http://nanowrimo.org/participants/dark_phoenix,,,"Patrick Rothfuss, Rick Riordan, James Dashner, David Eddings, Brandon Sanderson, Stephen Lawhead, Sarah Zettel, Kristin Higgins, Holly Lisle, Karen Marie Moning, Sir Arthur Conan Doyle,",,"ancient history, dead languages, freelance writing, sci-fi tv shows, world dance, gaming, adding new pets to the family :D","Brantford, Ontario",,Municipal Liaison,,64951.875,2165.0625,1,0,8,3,8,3,8,8,"[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2007, 2008, 2009]",8,11.5,1825.77031573,176.875,5.125,5198.5,9.875,1292.30636816,10,15088,7,15088,7,15088,7
326,displacedbeatnik,12,357815,http://nanowrimo.org/participants/displacedbeatnik,,,"George Orwell, Henry Miller, Bill Bryson, Nick Hornby, Milan Kundera, Kurt Vonnegut, Dan Brown, Douglas","Mashups, Covers, Brit Rock, Singer/Songwriters","Travel, movies (especially documentaries), photography, politics, sociology, soccer","College Park, MD",Marketing,,,32528.6363636,1084.28787879,1,1,6,2,11,1,5,8,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2012, 2013, 2014]","[2004, 2005, 2006, 2007, 2008, 2013]","[2010, 2013]",11,5.27272727273,288.282954545,40.9090909091,2.45454545455,817.636363636,4.72727272727,223.881497162,4.36363636364,12271,7,12271,7,12271,7
327,eauderose,3,112431,http://nanowrimo.org/participants/eauderose,,,,,,"Chicago, IL",,,,37477,1249.23333333,1,0,2,0,3,0,1,3,"[2012, 2013, 2014]","[2012, 2014]",[],3,15,2268.58596491,609,9,5131.66666667,13,1270.65454993,13,20288,7,20288,7,20288,7
328,Ellis422112,2,52443,http://nanowrimo.org/participants/Ellis422112,,,"Neil Gaiman, Neal Stephenson, A.S. Byatt, Jane",Cinemix and movie scores,,Chicago,Web editor,,,52443,1748.1,1,0,1,0,1,0,1,1,[2013],[2013],[],1,3,17481,0,1,51238,13,23874.8723278,0,10658,4,10658,4,10658,4
329,expatrie,8,424825,http://nanowrimo.org/participants/expatrie,,,"Passion Play, The Talisman, L'Etranger, Watership Down, Tales from Watership Down, Le th&egrave; au harem d'Archi Ahmed, The Forever War, The Obsidian Oracle, Slaughterhouse Five, Cat's Cradle, Consilience, Hocus Pocus, The Stand, Kurt Vonnegut (miss you!), Stephen King, Sean Stewart, Camus, Joe Haldeman, Jim Butcher, Walter","Rock. My CD changer died maybe 2010 summer, so no more five CD sets.","photography, art, engineering, literature, TV, movies, MUSIC(Rock), French, Italian, German, Russian, Chess","Richfield, MN",Civil (Structural) Engineer,,,53103.125,1770.10416667,1,0,28,8,32,1,5,8,"[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2007, 2008, 2009, 2010, 2011, 2013, 2014, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2007, 2008, 2009, 2010, 2011, 2013, 2014]","[2009, 2014, 2009, 2014, 2009, 2014, 2009, 2014]",16,9.75,863.817289272,19.25,3.625,3344.625,9.625,808.723971738,8.375,2258,3,2258,3,2258,3
330,fletchbohne,1,381,http://nanowrimo.org/participants/fletchbohne,26,,,none yet,"Ukulele, bicycling",Chicago,,,,381,12.7,0,0,0,0,1,0,0,1,[2014],[],[],1,2,190.5,0,1,381,2,190.5,0,6031,6,6031,6,6031,6
331,iamthemoonstar,1,0,http://nanowrimo.org/participants/iamthemoonstar,18,,"JRR Tolkien, JK Rowling, Robert","Anything epic, Two Steps from Hell, Metallica, Blind Guardian, Fall Out Boy, My Chemical Romance","Knitting, Watching Movies, Hanging out with my friends, Drinking lots and lots of tea",The Stratosphere,Broke college student,,,,,0,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,5421,7,5421,7,5421,7
332,I_Think_Im_2D,5,83176,http://nanowrimo.org/participants/I_Think_Im_2D,,,"Nineteen Eighty-Four, Neverwhere, Neuromancer, The Chronicles of Amber, Neil Gaiman, William Gibson, Roger",For this story The Sword,,"Chicago, Il",,,,27725.3333333,924.177777778,0,0,1,0,3,0,1,3,"[2011, 2012, 2013]",[2012],[],3,17,1533.59386973,581,7.66666666667,2764,9.33333333333,582.293230947,15.6666666667,5964,6,5964,6,5964,6
333,jedishan,4,75632,http://nanowrimo.org/participants/jedishan,33,November 8,"J.K. Rowling, Timothy Zahn, Eoin Colfer, Shakespeare, Robert",Movie scores,"AOL chat-based rpgs, reading, writing, Sims2, sewing","Chicago, IL",Retail ( =P ),,,18908,630.266666667,0,0,1,0,4,0,1,4,"[2011, 2012, 2013, 2014]",[2011],[],4,9.5,1381.42380952,91,8.25,2886,10.25,772.653551214,7.5,10198,5,10198,5,10198,5
334,JenBoylen,0.166666666667,0,http://nanowrimo.org/participants/JenBoylen,22,,"Robyn Schneider, Sarah Dessen, Cassandra Clare, John Green, Zoe",Any of the coffee shop playlists on Spotify,"Going to shows, drinking coffee, taking photos and writing","Chicago, IL",Marketing & Events Coordinator,,,,,0,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,3565,3,3565,3,3565,3
335,Joe_Stallone,0.166666666667,0,http://nanowrimo.org/participants/Joe_Stallone,,,,,,,,,,,,0,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,512,1,512,1,512,1
336,jim.markus,8,159450,http://nanowrimo.org/participants/jim-markus,,,,"Kreng, Ólafur Arnalds",co-host of NaNoWriPod,"Chicago, IL",,,,39862.5,1328.75,0,1,3,2,4,2,3,4,"[2011, 2012, 2013, 2014]","[2012, 2013, 2014]","[2013, 2014]",4,17.75,2021.29824561,147.25,14.25,6025,12.5,1415.70211806,16.75,8000,7,8000,7,8000,7
337,JLynneMoore,2,5712,http://nanowrimo.org/participants/JLynneMoore,31,,Sherman,Jazz,"Writing, reading, traveling, dreaming...","Chicago, IL",Reading Interventionist,,,2856,95.2,0,0,0,0,2,0,0,2,"[2013, 2014]",[],[],2,3.5,773.416666667,41,1,1451,2.5,575.65255909,2,10037,6,10037,6,10037,6
338,johnveritas,5,158362,http://nanowrimo.org/participants/johnveritas,,,"Johnathan Strange & Mr. Norrell, Lillith, American Gods, Cat's Cradle, Myst Series, The Name of the Wind Series, Dresden Files, House of Leaves, Philip K Dick, On The Road...the list goes on..., Neil Gaiman, Jack Kerouac, Jim Butcher, Neal Stephenson, H.P. Lovecraft, Kurt Vonnegut, Chuck Palahniuk, and more","Blade Runner Blues - Vangelis, Kreng, God Is An Astronaut, Keren Ann (or similar music in languages I do not understand.) , A Winged Victory for the Sullen, Wolf Eyes, or coffee house/natural city sounds","Reading, Music, Techie stuff and general geekery, Hanging out with friends, Sharing a good conversation with friends and/or strangers.","Chicago, IL",,,,39590.5,1319.68333333,0,1,3,1,4,1,3,4,"[2011, 2012, 2013, 2014]","[2012, 2013, 2014]",[2014],4,18,2026.10452898,393.5,6.5,6740.75,21,1401.18247855,15.75,10155,6,10155,6,10155,6
339,JuliannaUnderhill,0.333333333333,0,http://nanowrimo.org/participants/JuliannaUnderhill,,March 1,"Right now, I'm ENTRANCED with Patrick Rothfuss' Name of the",Marilyn Manson,"Reading, crochet, BBC television","Chicago, IL",Teacher,,,,,1,1,0,0,0,0,0,0,[],[],[],,,,,,,,,,5988,6,5988,6,5988,6
340,K.D. Atkins,2,0,http://nanowrimo.org/participants/k-d-atkins,,,Too,quiet,"Cooking, spending time with my family, listening to live music, country line dancing",Western suburbs of Chicago,Veterinarian,,,0,0,0,0,0,0,1,0,0,1,[2013],[],[],1,1,0,0,1,0,1,0,0,9100,5,9100,5,9100,5
341,KellyDuff,3,100155,http://nanowrimo.org/participants/KellyDuff,,,"Sandra Brown, Julie James and many, many","So many playlists I've created on my own, but if I were to recommend one Pandora's Broken Bells playlist","Writing (no, really?), music, movies, art and reading",Elmhurst IL,Writer (own it!)...Day job Executive Admin at Allstate Insurance,,,50077.5,1669.25,0,1,2,1,2,1,2,2,"[2012, 2013]","[2012, 2013]",[2012],2,21.5,2392.10555556,13.5,14,4860,17,1168.80375646,20,7437,5,7437,5,7437,5
342,lassarina,10,606968,http://nanowrimo.org/participants/lassarina,,,"Melanie Rawn, Jacqueline Carey, Scott Lynch, Anne Bishop, Neil Gaiman, Kristin","Anything! Most often video game soundtracks, though.","Video games, tabletop roleplaying, reading, sewing, cooking, history, religion, Final Fantasy",Chicago,Keyboard-Wielding IT Monkey,,,86709.7142857,2890.32380952,1,0,7,7,7,6,6,6,"[2006, 2008, 2009, 2010, 2011, 2012, 2013]","[2006, 2008, 2009, 2010, 2011, 2012, 2013]","[2006, 2008, 2009, 2010, 2011, 2012, 2013]",7,10.5714285714,922.27404856,425.285714286,7.85714285714,1618.57142857,4.42857142857,273.263724488,9.57142857143,11714,7,11714,7,11714,7
343,ladychris,4,54545,http://nanowrimo.org/participants/ladychris,26,,"J.K. Rowling, Nora Roberts, Suzanne","Disney stuff, brian mcknight, rock, michael jackson","Crocheting, drawing, writing, reading",Illinois,Personal Support Worker,,,18181.6666667,606.055555556,0,0,0,0,3,0,0,3,"[2012, 2013, 2014]",[],[],3,22.6666666667,731.155934345,52,8.33333333333,1877,6,530.769314552,21.6666666667,0,0,0,0,0,0
344,LaVieDansante,4,311366,http://nanowrimo.org/participants/LaVieDansante,,,"A Moveable Feast, She's Come Undone, Love in the Time of Cholera, The Great Gatsby, Fitzgerald, Hemingway, Marquez, and my modern day hero, Wally","Movie Scores (especially those by John Williams), french jazzy house music","SCUBA diving, being a vegan superhero, Pinterest (is that a hobby??), creating sweet mix tapes, reading and writing and 'rithmetic...","Chicago, IL",Writer (Grant Writer by day/Novelist by night... and the weekends),,http://www.classy.org/megwrites,51894.3333333,1729.81111111,0,1,6,2,6,2,6,6,"[2009, 2010, 2011, 2012, 2013, 2014]","[2009, 2010, 2011, 2012, 2013, 2014]","[2013, 2014]",6,3.83333333333,3803.89351852,588.5,3.16666666667,9175,6.66666666667,3308.49659112,2.16666666667,1757,3,1757,3,1757,3
345,Lofweir,6,303464,http://nanowrimo.org/participants/Lofweir,41,,"Pillars of the Earth, The Kite Runner, Dune, James Rollins, Frank Herbert, George R.R. Martin, The Book",Holst,"Fly Fishing, Model Kit Building, Movies",Evanston,Computer Nerd,,,50577.3333333,1685.91111111,0,1,24,4,24,1,6,6,"[2009, 2010, 2011, 2012, 2013, 2014, 2009, 2010, 2011, 2012, 2013, 2014, 2009, 2010, 2011, 2012, 2013, 2014, 2009, 2010, 2011, 2012, 2013, 2014]","[2009, 2010, 2011, 2012, 2013, 2014, 2009, 2010, 2011, 2012, 2013, 2014, 2009, 2010, 2011, 2012, 2013, 2014, 2009, 2010, 2011, 2012, 2013, 2014]","[2011, 2011, 2011, 2011]",12,15.6666666667,1540.38055556,42,8.33333333333,6394.33333333,17.6666666667,1484.47426957,14.3333333333,3763,2,3763,2,3763,2
346,M.H. Afa,2,122489,http://nanowrimo.org/participants/M-H-Afa,,,"First and foremost The Holy Qur'an - can't live without it! I've read countless books and the only books that struck a chord with me are the following (in alphabetical order) Abhorsen Trilogy, Acorna Series, Anahita’s Woven Riddle, Cinder (Lunar Chronicles), Darkangel Trilogy, Dragon Slippers, Ella Enchanted, Gamer Girl, Green Rider Series, Incarceron & Sapphique, Jahanara, Jewel Kingdom Series, Of Two Minds, Shabanu, Shadow Spinner, Seer and the Sword, Star of the Morning Trilogy, The Butterfly Mosque (Autobio), The",Noveling music???,"Reading, Writing, Drawing, Knitting, Crocheting, Crafting, Gaming",NYC,College Student,,,61244.5,2041.48333333,1,0,2,0,2,0,2,2,"[2013, 2014]","[2013, 2014]",[],2,22.5,3225.31666666,983.5,2,15015.5,21,3271.30073225,21,11900,7,11900,7,11900,7
347,madambition,4,205493,http://nanowrimo.org/participants/madambition,,October 14,"joseph finder, harlan coben, stephen king, toni",anything soft and light,"blogging, writing, reading, and watching movies!",Chicago,freelance writer and data analyst,,https://www.classy.org/fundraise?fcid=217075,51373.25,1712.44166667,1,0,4,3,4,2,4,4,"[2011, 2012, 2013, 2014]","[2011, 2012, 2013, 2014]","[2011, 2013, 2014]",4,14,3782.82055445,1408.5,8,9659.5,21.25,2243.49392035,9.75,11290,6,11290,6,11290,6
348,MrCrow9000,1,0,http://nanowrimo.org/participants/MrCrow9000,25,February 2,"Terry Goodkind, Stephen King, Brent Weeks, Patrick",Avenged sevenfold,"Reading, chess, disc golf, yelling at the sun for being to bright at a certin moment.",bourbonnais il,Steel fabricator,,,,,0,1,0,0,0,0,0,0,[],[],[],,,,,,,,,,11737,7,11737,7,11737,7
349,Montesol,3,0,http://nanowrimo.org/participants/Montesol,41,November 14,"Harlan Ellison, Kurt Vonnegut, Robert Anton","Honestly, once I get in the flow I stop hearing and don't even notice the album stopped.","Anything creative, from writing to drawing to animation to electrics to music to you name it. I'm a creative polymath",Chicago - Rogers Park,Multimedia Designer,,,0,0,0,0,0,0,3,0,0,3,"[2012, 2013, 2014]",[],[],3,1,0,0,1,0,1,0,0,0,0,0,0,0,0
350,msmolarek,7,200997,http://nanowrimo.org/participants/msmolarek,,,"Slaughterhouse 5, Watership Down, The Ground Beneath her Feet, A Thousand Splendid Suns, A Prayer for Owen Meany, Vonnegut, Rushdie, John Irving, Stuar","The Beatles, Complete and Total Silence, Wilco, the music of my children sleeping queitly","Playing guitar in Missing Ted, my wife and three children, the Cubs and Blackhawks","Chicago, IL",,,,50249.25,1674.975,0,0,4,1,4,1,4,4,"[2011, 2012, 2013, 2014]","[2011, 2012, 2013, 2014]",[2011],4,24,2133.9253605,-5301.5,17.5,10443.25,22.25,2720.69028763,22.75,0,0,0,0,0,0
351,DanzAmazon,9,129300,http://nanowrimo.org/participants/DanzAmazon,,,"LoTR, The Hobbit, Dragonriders of Pern series, Darkover Novels, Wraeththu, Pride & Prejudice, The Books of Amber, Harry Potter, Anne of Green Gables series... and on, and on, and on, MacCaffrey, Bradley, Zelazney, Mercedes Lackey, Storm Constantine, L.M. Montgomery, etc.,","soundtracks! dark mysterious, world, celtic, soundtracks, funk, ambient sexy beats","Traveling all over the world, Nia/Dancing, Triathlon,cooking, Yoga, leather, bdsm","Austin, Tx","Travel Advisor, Virtuoso Affiliate",Municipal Liaison,,32325,1077.5,0,0,1,1,4,1,1,4,"[2011, 2012, 2013, 2014]",[2012],[2012],4,14,2211.76047237,0,1,8814.75,24.5,2323.29841196,11,3047,3,3047,3,3047,3
352,zricks,7,287744,http://nanowrimo.org/participants/zricks,43,,"Starship Troopers, Gates of Fire, The Stars My Destination, Heinlein, Alfred Bester,",Movie & Anime Soundtracks,"law, copyright, anime","Austin, TX",Project Manager,,,47957.3333333,1598.57777778,0,1,3,4,6,2,3,6,"[2009, 2010, 2011, 2012, 2013, 2014]","[2011, 2012, 2013]","[2009, 2010, 2013, 2014]",6,10.3333333333,2004.55324944,609.166666667,9.66666666667,4273.16666667,14,1000.11883485,7.33333333333,12295,4,12295,4,12295,4
353,zendra,9,212965,http://nanowrimo.org/participants/zendra,,May 19,All of,Anything loud and fast,reading,"Austin, TX",Writer,,,53241.25,1774.70833333,1,1,4,4,4,2,2,2,"[2009, 2011, 2013, 2014]","[2009, 2011, 2013, 2014]","[2009, 2011, 2013, 2014]",4,10,3134.73763736,310.25,9,8403.75,7.5,2087.95724256,8.5,11674,6,11674,6,11674,6
354,zegota,9,144199,http://nanowrimo.org/participants/zegota,,,"Speaker for the Dead,","Yasunori Mitsuda, Jonathan Coulton, Nobuo Uematsu, Janelle Monae","Video games, reading, writing","Cedar Park, TX",Software Engineer,,,36049.75,1201.65833333,1,1,2,4,4,4,2,4,"[2011, 2012, 2013, 2014]","[2013, 2014]","[2011, 2012, 2013, 2014]",4,17.5,2041.61012146,135.75,14.25,7117.5,22.5,1674.00452466,15.75,13870,7,13870,7,13870,7
355,xmenbari,6,156910,http://nanowrimo.org/participants/xmenbari,,,"The Lord of the Rings, Harry Potter The Chronicles of Narnia, Tolkien, Rowling,","New World Symphony, http://8tracks.com/malfoymannor/epic-songs-to-write-to , http://8tracks.com/bringitdownalive/pirates-avengers-and-wizards-oh-my , http://8tracks.com/elbeck/everyday-i-m-studyin","music, teaching, teaching music, video games, computer games","Pflugerville, TX",,,,39227.5,1307.58333333,1,0,3,0,4,0,3,4,"[2011, 2012, 2013, 2014]","[2012, 2013, 2014]",[],4,18.25,2199.63051994,129,12,8102.75,18.75,2009.25056745,17.25,10629,7,10629,7,10629,7
356,WildwoodGoddess,1,5016,http://nanowrimo.org/participants/WildwoodGoddess,,,"J.K. Rowling, Maria V. Snyder, Richelle Mead, Julia Quinn, Mary Balogh, Eloisa",Piano or movie soundtracks,"Argentine tango, singing, piano, knitting, mixed-media art",Nebraska,Novelist and Freelance Fiction Editor,,,5016,167.2,0,0,0,0,1,0,0,1,[2014],[],[],1,3,1672,1260,1,2174,5,378.526969537,2,8564,4,8564,4,8564,4
357,wellwords,4,100726,http://nanowrimo.org/participants/wellwords,,,"Ilona Andrews, CJ Cherryh, Kelley","Muse, Awolnation","Reading, Gardening, Sewing, Home improvement, TV, Writing, oh, yeah. Reading.","Austin, TX",Bookkeeper,,,25181.5,839.383333333,0,0,1,1,4,1,1,4,"[2011, 2012, 2013, 2014]",[2011],[2014],4,12.75,2054.23240847,633.25,4.25,4368.25,14,1025.48985678,10,0,0,0,0,0,0
358,TxLeggz,6,128204,http://nanowrimo.org/participants/TxLeggz,,,"Greg Lawson, Stephen King, James Patterson, Dean Koontz, Janet Evanovich, and the Gothic and imaginative Edgar Allen",I enjoy all genres of music. My mood dictates what is playing when I write.,"Photography is my love. In addition I enjoy reading, creative writing, time with friends, cooking, music, horseback riding, dancing, and Texas A & M Aggie Football.",Texas,I get paid to tell men where to go.,,,21367.3333333,712.244444444,0,1,2,2,6,1,1,6,"[2009, 2010, 2011, 2012, 2013, 2014]","[2009, 2011]","[2011, 2014]",6,5,806.825814537,-320.833333333,2.33333333333,3590,6.16666666667,1168.16369321,4,94,1,94,1,94,1
359,Triais31,6,301449,http://nanowrimo.org/participants/Triais31,,,"Harry Potter series; The Caine Mutiny; To Kill a Mockingbird; The Lion, the Witch, and the Wardrobe; Many",Radio Dismuke (music from the 1920s and 1930s),"Making music, Taekwondo, and appeasing the little creativity monster that lives inside of me","Austin, Texas",Broke College Kid,,,50241.5,1674.71666667,0,0,6,2,6,1,6,6,"[2009, 2010, 2011, 2012, 2013, 2014]","[2009, 2010, 2011, 2012, 2013, 2014]","[2012, 2014]",6,11.1666666667,2200.53911293,194.5,11.6666666667,9597.83333333,19,2471.4970522,7.83333333333,1516,2,1516,2,1516,2
360,theriversflow,0.166666666667,276936,http://nanowrimo.org/participants/theriversflow,,,"Harry Potter, Uglies, The Hunger Games, the Shades of London","Halsey, Taylor Swift, Fall Out Boy, Metric, Lana Del Rey, The Pretty Reckless, CHRVCHES, The Neighbourhood, Lykke Li","Drawing, music, video games",Texas,Student,,,92312,3077.06666667,1,0,3,0,3,0,3,3,"[2012, 2013, 2014]","[2012, 2013, 2014]",[],3,1,0,0,1,0,1,0,0,56663,7,56663,7,56663,7
